estado,municipio,base,escenario,estado_norm,municipio_norm,cambio_detectable,municipio_inegi_norm,municipio_inegi,cve_ent,cve_mun,cvegeo,existe_en_inegi
PUEBLA,PUEBLA,BANAVIM,ALTA_MEDIA,PUEBLA,PUEBLA,False,PUEBLA,Puebla,21,114,21114,True
PUEBLA,QUECHOLAC,BANAVIM,ALTA_MEDIA,PUEBLA,QUECHOLAC,False,QUECHOLAC,Quecholac,21,115,21115,True
PUEBLA,RAFAEL LARA GRAJALES,BANAVIM,ALTA_MEDIA,PUEBLA,RAFAEL LARA GRAJALES,False,RAFAEL LARA GRAJALES,Rafael Lara Grajales,21,117,21117,True
PUEBLA,SAN ANDRES CHOLULA,BANAVIM,ALTA_MEDIA,PUEBLA,SAN ANDRES CHOLULA,False,SAN ANDRES CHOLULA,San Andrés Cholula,21,119,21119,True
PUEBLA,SAN GABRIEL CHILAC,BANAVIM,ALTA_MEDIA,PUEBLA,SAN GABRIEL CHILAC,False,SAN GABRIEL CHILAC,San Gabriel Chilac,21,124,21124,True
PUEBLA,SAN GREGORIO ATZOMPA,BANAVIM,ALTA_MEDIA,PUEBLA,SAN GREGORIO ATZOMPA,False,SAN GREGORIO ATZOMPA,San Gregorio Atzompa,21,125,21125,True
PUEBLA,SAN JERONIMO TECUANIPAN,BANAVIM,ALTA_MEDIA,PUEBLA,SAN JERONIMO TECUANIPAN,False,SAN JERONIMO TECUANIPAN,San Jerónimo Tecuanipan,21,126,21126,True
PUEBLA,SAN JOSE CHIAPA,BANAVIM,ALTA_MEDIA,PUEBLA,SAN JOSE CHIAPA,False,SAN JOSE CHIAPA,San José Chiapa,21,128,21128,True
PUEBLA,SAN MARTIN TEXMELUCAN,BANAVIM,ALTA_MEDIA,PUEBLA,SAN MARTIN TEXMELUCAN,False,SAN MARTIN TEXMELUCAN,San Martín Texmelucan,21,132,21132,True
PUEBLA,SAN MIGUEL XOXTLA,BANAVIM,ALTA_MEDIA,PUEBLA,SAN MIGUEL XOXTLA,False,SAN MIGUEL XOXTLA,San Miguel Xoxtla,21,136,21136,True
PUEBLA,SAN PEDRO CHOLULA,BANAVIM,ALTA_MEDIA,PUEBLA,SAN PEDRO CHOLULA,False,SAN PEDRO CHOLULA,San Pedro Cholula,21,140,21140,True
PUEBLA,SAN SALVADOR EL SECO,BANAVIM,ALTA_MEDIA,PUEBLA,SAN SALVADOR EL SECO,False,SAN SALVADOR EL SECO,San Salvador el Seco,21,142,21142,True
PUEBLA,SAN SALVADOR EL VERDE,BANAVIM,ALTA_MEDIA,PUEBLA,SAN SALVADOR EL VERDE,False,SAN SALVADOR EL VERDE,San Salvador el Verde,21,143,21143,True
PUEBLA,SAN SALVADOR HUIXCOLOTLA,BANAVIM,ALTA_MEDIA,PUEBLA,SAN SALVADOR HUIXCOLOTLA,False,SAN SALVADOR HUIXCOLOTLA,San Salvador Huixcolotla,21,144,21144,True
PUEBLA,SAN SEBASTIAN TLACOTEPEC,BANAVIM,ALTA_MEDIA,PUEBLA,SAN SEBASTIAN TLACOTEPEC,False,SAN SEBASTIAN TLACOTEPEC,San Sebastián Tlacotepec,21,145,21145,True
PUEBLA,SANTA ISABEL CHOLULA,BANAVIM,ALTA_MEDIA,PUEBLA,SANTA ISABEL CHOLULA,False,SANTA ISABEL CHOLULA,Santa Isabel Cholula,21,148,21148,True
PUEBLA,SANTIAGO MIAHUATLAN,BANAVIM,ALTA_MEDIA,PUEBLA,SANTIAGO MIAHUATLAN,False,SANTIAGO MIAHUATLAN,Santiago Miahuatlán,21,149,21149,True
PUEBLA,SANTO TOMAS HUEYOTLIPAN,BANAVIM,ALTA_MEDIA,PUEBLA,SANTO TOMAS HUEYOTLIPAN,False,SANTO TOMAS HUEYOTLIPAN,Santo Tomás Hueyotlipan,21,151,21151,True
PUEBLA,TECALI DE HERRERA,BANAVIM,ALTA_MEDIA,PUEBLA,TECALI DE HERRERA,False,TECALI DE HERRERA,Tecali de Herrera,21,153,21153,True
PUEBLA,TECAMACHALCO,BANAVIM,ALTA_MEDIA,PUEBLA,TECAMACHALCO,False,TECAMACHALCO,Tecamachalco,21,154,21154,True
PUEBLA,TEHUACAN,BANAVIM,ALTA_MEDIA,PUEBLA,TEHUACAN,False,TEHUACAN,Tehuacán,21,156,21156,True
PUEBLA,TEPANCO DE LOPEZ,BANAVIM,ALTA_MEDIA,PUEBLA,TEPANCO DE LOPEZ,False,TEPANCO DE LOPEZ,Tepanco de López,21,161,21161,True
PUEBLA,TEPATLAXCO DE HIDALGO,BANAVIM,ALTA_MEDIA,PUEBLA,TEPATLAXCO DE HIDALGO,False,TEPATLAXCO DE HIDALGO,Tepatlaxco de Hidalgo,21,163,21163,True
PUEBLA,TEPEACA,BANAVIM,ALTA_MEDIA,PUEBLA,TEPEACA,False,TEPEACA,Tepeaca,21,164,21164,True
PUEBLA,TEPETZINTLA,BANAVIM,ALTA_MEDIA,PUEBLA,TEPETZINTLA,False,TEPETZINTLA,Tepetzintla,21,167,21167,True
PUEBLA,TEPEXI DE RODRIGUEZ,BANAVIM,ALTA_MEDIA,PUEBLA,TEPEXI DE RODRIGUEZ,False,TEPEXI DE RODRIGUEZ,Tepexi de Rodríguez,21,169,21169,True
PUEBLA,TEPEYAHUALCO,BANAVIM,ALTA_MEDIA,PUEBLA,TEPEYAHUALCO,False,TEPEYAHUALCO,Tepeyahualco,21,170,21170,True
PUEBLA,TIANGUISMANALCO,BANAVIM,ALTA_MEDIA,PUEBLA,TIANGUISMANALCO,False,TIANGUISMANALCO,Tianguismanalco,21,175,21175,True
PUEBLA,TLACHICHUCA,BANAVIM,ALTA_MEDIA,PUEBLA,TLACHICHUCA,False,TLACHICHUCA,Tlachichuca,21,179,21179,True
PUEBLA,TLACOTEPEC DE BENITO JUAREZ,BANAVIM,ALTA_MEDIA,PUEBLA,TLACOTEPEC DE BENITO JUAREZ,False,TLACOTEPEC DE BENITO JUAREZ,Tlacotepec de Benito Juárez,21,177,21177,True
PUEBLA,TLAPACOYA,BANAVIM,ALTA_MEDIA,PUEBLA,TLAPACOYA,False,TLAPACOYA,Tlapacoya,21,184,21184,True
PUEBLA,TOCHIMILCO,BANAVIM,ALTA_MEDIA,PUEBLA,TOCHIMILCO,False,TOCHIMILCO,Tochimilco,21,188,21188,True
PUEBLA,TOCHTEPEC,BANAVIM,ALTA_MEDIA,PUEBLA,TOCHTEPEC,False,TOCHTEPEC,Tochtepec,21,189,21189,True
PUEBLA,TULCINGO,BANAVIM,ALTA_MEDIA,PUEBLA,TULCINGO,False,TULCINGO,Tulcingo,21,191,21191,True
PUEBLA,XICOTEPEC,BANAVIM,ALTA_MEDIA,PUEBLA,XICOTEPEC,False,XICOTEPEC,Xicotepec,21,197,21197,True
PUEBLA,ZACAPOAXTLA,BANAVIM,ALTA_MEDIA,PUEBLA,ZACAPOAXTLA,False,ZACAPOAXTLA,Zacapoaxtla,21,207,21207,True
PUEBLA,ZACATLAN,BANAVIM,ALTA_MEDIA,PUEBLA,ZACATLAN,False,ZACATLAN,Zacatlán,21,208,21208,True
PUEBLA,ZAPOTITLAN,BANAVIM,ALTA_MEDIA,PUEBLA,ZAPOTITLAN,False,ZAPOTITLAN,Zapotitlán,21,209,21209,True
PUEBLA,ZARAGOZA,BANAVIM,ALTA_MEDIA,PUEBLA,ZARAGOZA,False,ZARAGOZA,Zaragoza,21,211,21211,True
PUEBLA,ZAUTLA,BANAVIM,ALTA_MEDIA,PUEBLA,ZAUTLA,False,ZAUTLA,Zautla,21,212,21212,True
PUEBLA,ZINACATEPEC,BANAVIM,ALTA_MEDIA,PUEBLA,ZINACATEPEC,False,ZINACATEPEC,Zinacatepec,21,214,21214,True
PUEBLA,ZOQUITLAN,BANAVIM,ALTA_MEDIA,PUEBLA,ZOQUITLAN,False,ZOQUITLAN,Zoquitlán,21,217,21217,True
QUERETARO,AMEALCO DE BONFIL,BANAVIM,ALTA_MEDIA,QUERETARO,AMEALCO DE BONFIL,False,AMEALCO DE BONFIL,Amealco de Bonfil,22,001,22001,True
QUERETARO,CADEREYTA DE MONTES,BANAVIM,ALTA_MEDIA,QUERETARO,CADEREYTA DE MONTES,False,CADEREYTA DE MONTES,Cadereyta de Montes,22,004,22004,True
QUERETARO,CORREGIDORA,BANAVIM,ALTA_MEDIA,QUERETARO,CORREGIDORA,False,CORREGIDORA,Corregidora,22,006,22006,True
QUERETARO,EL MARQUES,BANAVIM,ALTA_MEDIA,QUERETARO,EL MARQUES,False,EL MARQUES,El Marqués,22,011,22011,True
QUERETARO,HUIMILPAN,BANAVIM,ALTA_MEDIA,QUERETARO,HUIMILPAN,False,HUIMILPAN,Huimilpan,22,008,22008,True
QUERETARO,LANDA DE MATAMOROS,BANAVIM,ALTA_MEDIA,QUERETARO,LANDA DE MATAMOROS,False,LANDA DE MATAMOROS,Landa de Matamoros,22,010,22010,True
QUERETARO,PEDRO ESCOBEDO,BANAVIM,ALTA_MEDIA,QUERETARO,PEDRO ESCOBEDO,False,PEDRO ESCOBEDO,Pedro Escobedo,22,012,22012,True
QUERETARO,PINAL DE AMOLES,BANAVIM,ALTA_MEDIA,QUERETARO,PINAL DE AMOLES,False,PINAL DE AMOLES,Pinal de Amoles,22,002,22002,True
QUERETARO,QUERETARO,BANAVIM,ALTA_MEDIA,QUERETARO,QUERETARO,False,QUERETARO,Querétaro,22,014,22014,True
QUERETARO,SAN JUAN DEL RIO,BANAVIM,ALTA_MEDIA,QUERETARO,SAN JUAN DEL RIO,False,SAN JUAN DEL RIO,San Juan del Río,22,016,22016,True
QUERETARO,TEQUISQUIAPAN,BANAVIM,ALTA_MEDIA,QUERETARO,TEQUISQUIAPAN,False,TEQUISQUIAPAN,Tequisquiapan,22,017,22017,True
QUINTANA ROO,BACALAR,BANAVIM,ALTA_MEDIA,QUINTANA ROO,BACALAR,False,BACALAR,Bacalar,23,010,23010,True
QUINTANA ROO,BENITO JUAREZ,BANAVIM,ALTA_MEDIA,QUINTANA ROO,BENITO JUAREZ,False,BENITO JUAREZ,Benito Juárez,23,005,23005,True
QUINTANA ROO,COZUMEL,BANAVIM,ALTA_MEDIA,QUINTANA ROO,COZUMEL,False,COZUMEL,Cozumel,23,001,23001,True
QUINTANA ROO,FELIPE CARRILLO PUERTO,BANAVIM,ALTA_MEDIA,QUINTANA ROO,FELIPE CARRILLO PUERTO,False,FELIPE CARRILLO PUERTO,Felipe Carrillo Puerto,23,002,23002,True
QUINTANA ROO,ISLA MUJERES,BANAVIM,ALTA_MEDIA,QUINTANA ROO,ISLA MUJERES,False,ISLA MUJERES,Isla Mujeres,23,003,23003,True
QUINTANA ROO,JOSE MARIA MORELOS,BANAVIM,ALTA_MEDIA,QUINTANA ROO,JOSE MARIA MORELOS,False,JOSE MARIA MORELOS,José María Morelos,23,006,23006,True
QUINTANA ROO,LAZARO CARDENAS,BANAVIM,ALTA_MEDIA,QUINTANA ROO,LAZARO CARDENAS,False,LAZARO CARDENAS,Lázaro Cárdenas,23,007,23007,True
QUINTANA ROO,OTHON P BLANCO,BANAVIM,ALTA_MEDIA,QUINTANA ROO,OTHON P BLANCO,False,OTHON P BLANCO,Othón P. Blanco,23,004,23004,True
QUINTANA ROO,PUERTO MORELOS,BANAVIM,ALTA_MEDIA,QUINTANA ROO,PUERTO MORELOS,False,PUERTO MORELOS,Puerto Morelos,23,011,23011,True
QUINTANA ROO,SOLIDARIDAD,BANAVIM,ALTA_MEDIA,QUINTANA ROO,SOLIDARIDAD,False,,,,,,False
QUINTANA ROO,TULUM,BANAVIM,ALTA_MEDIA,QUINTANA ROO,TULUM,False,TULUM,Tulum,23,009,23009,True
SAN LUIS POTOSI,AQUISMON,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,AQUISMON,False,AQUISMON,Aquismón,24,003,24003,True
SAN LUIS POTOSI,AXTLA DE TERRAZAS,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,AXTLA DE TERRAZAS,False,AXTLA DE TERRAZAS,Axtla de Terrazas,24,053,24053,True
SAN LUIS POTOSI,CARDENAS,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,CARDENAS,False,CARDENAS,Cárdenas,24,005,24005,True
SAN LUIS POTOSI,CATORCE,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,CATORCE,False,CATORCE,Catorce,24,006,24006,True
SAN LUIS POTOSI,CEDRAL,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,CEDRAL,False,CEDRAL,Cedral,24,007,24007,True
SAN LUIS POTOSI,CERRITOS,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,CERRITOS,False,CERRITOS,Cerritos,24,008,24008,True
SAN LUIS POTOSI,CHARCAS,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,CHARCAS,False,CHARCAS,Charcas,24,015,24015,True
SAN LUIS POTOSI,CIUDAD DEL MAIZ,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,CIUDAD DEL MAIZ,False,CIUDAD DEL MAIZ,Ciudad del Maíz,24,010,24010,True
SAN LUIS POTOSI,CIUDAD FERNANDEZ,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,CIUDAD FERNANDEZ,False,CIUDAD FERNANDEZ,Ciudad Fernández,24,011,24011,True
SAN LUIS POTOSI,CIUDAD VALLES,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,CIUDAD VALLES,False,CIUDAD VALLES,Ciudad Valles,24,013,24013,True
SAN LUIS POTOSI,GUADALCAZAR,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,GUADALCAZAR,False,GUADALCAZAR,Guadalcázar,24,017,24017,True
SAN LUIS POTOSI,HUEHUETLAN,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,HUEHUETLAN,False,HUEHUETLAN,Huehuetlán,24,018,24018,True
SAN LUIS POTOSI,LAGUNILLAS,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,LAGUNILLAS,False,LAGUNILLAS,Lagunillas,24,019,24019,True
SAN LUIS POTOSI,MATEHUALA,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,MATEHUALA,False,MATEHUALA,Matehuala,24,020,24020,True
SAN LUIS POTOSI,MATLAPA,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,MATLAPA,False,MATLAPA,Matlapa,24,057,24057,True
SAN LUIS POTOSI,MEXQUITIC DE CARMONA,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,MEXQUITIC DE CARMONA,False,MEXQUITIC DE CARMONA,Mexquitic de Carmona,24,021,24021,True
SAN LUIS POTOSI,MOCTEZUMA,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,MOCTEZUMA,False,MOCTEZUMA,Moctezuma,24,022,24022,True
SAN LUIS POTOSI,RAYON,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,RAYON,False,RAYON,Rayón,24,023,24023,True
SAN LUIS POTOSI,RIOVERDE,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,RIOVERDE,False,RIOVERDE,Rioverde,24,024,24024,True
SAN LUIS POTOSI,SALINAS,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,SALINAS,False,SALINAS,Salinas,24,025,24025,True
SAN LUIS POTOSI,SAN ANTONIO,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,SAN ANTONIO,False,SAN ANTONIO,San Antonio,24,026,24026,True
SAN LUIS POTOSI,SAN CIRO DE ACOSTA,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,SAN CIRO DE ACOSTA,False,SAN CIRO DE ACOSTA,San Ciro de Acosta,24,027,24027,True
SAN LUIS POTOSI,SAN LUIS POTOSI,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,SAN LUIS POTOSI,False,SAN LUIS POTOSI,San Luis Potosí,24,028,24028,True
SAN LUIS POTOSI,SAN NICOLAS TOLENTINO,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,SAN NICOLAS TOLENTINO,False,SAN NICOLAS TOLENTINO,San Nicolás Tolentino,24,030,24030,True
SAN LUIS POTOSI,SAN VICENTE TANCUAYALAB,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,SAN VICENTE TANCUAYALAB,False,SAN VICENTE TANCUAYALAB,San Vicente Tancuayalab,24,034,24034,True
SAN LUIS POTOSI,SANTA CATARINA,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,SANTA CATARINA,False,SANTA CATARINA,Santa Catarina,24,031,24031,True
SAN LUIS POTOSI,SANTA MARIA DEL RIO,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,SANTA MARIA DEL RIO,False,SANTA MARIA DEL RIO,Santa María del Río,24,032,24032,True
SAN LUIS POTOSI,SANTO DOMINGO,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,SANTO DOMINGO,False,SANTO DOMINGO,Santo Domingo,24,033,24033,True
SAN LUIS POTOSI,SOLEDAD DE GRACIANO SANCHEZ,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,SOLEDAD DE GRACIANO SANCHEZ,False,SOLEDAD DE GRACIANO SANCHEZ,Soledad de Graciano Sánchez,24,035,24035,True
SAN LUIS POTOSI,TAMASOPO,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,TAMASOPO,False,TAMASOPO,Tamasopo,24,036,24036,True
SAN LUIS POTOSI,TAMAZUNCHALE,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,TAMAZUNCHALE,False,TAMAZUNCHALE,Tamazunchale,24,037,24037,True
SAN LUIS POTOSI,TAMPACAN,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,TAMPACAN,False,TAMPACAN,Tampacán,24,038,24038,True
SAN LUIS POTOSI,TAMPAMOLON CORONA,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,TAMPAMOLON CORONA,False,TAMPAMOLON CORONA,Tampamolón Corona,24,039,24039,True
SAN LUIS POTOSI,TAMUIN,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,TAMUIN,False,TAMUIN,Tamuín,24,040,24040,True
SAN LUIS POTOSI,TANCANHUITZ,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,TANCANHUITZ,False,TANCANHUITZ,Tancanhuitz,24,012,24012,True
SAN LUIS POTOSI,TANLAJAS,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,TANLAJAS,False,TANLAJAS,Tanlajás,24,041,24041,True
SAN LUIS POTOSI,TANQUIAN DE ESCOBEDO,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,TANQUIAN DE ESCOBEDO,False,TANQUIAN DE ESCOBEDO,Tanquián de Escobedo,24,042,24042,True
SAN LUIS POTOSI,VANEGAS,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,VANEGAS,False,VANEGAS,Vanegas,24,044,24044,True
SAN LUIS POTOSI,VILLA DE ARISTA,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,VILLA DE ARISTA,False,VILLA DE ARISTA,Villa de Arista,24,056,24056,True
SAN LUIS POTOSI,VILLA DE ARRIAGA,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,VILLA DE ARRIAGA,False,VILLA DE ARRIAGA,Villa de Arriaga,24,046,24046,True
SAN LUIS POTOSI,VILLA DE GUADALUPE,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,VILLA DE GUADALUPE,False,VILLA DE GUADALUPE,Villa de Guadalupe,24,047,24047,True
SAN LUIS POTOSI,VILLA DE LA PAZ,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,VILLA DE LA PAZ,False,VILLA DE LA PAZ,Villa de la Paz,24,048,24048,True
SAN LUIS POTOSI,VILLA DE REYES,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,VILLA DE REYES,False,VILLA DE REYES,Villa de Reyes,24,050,24050,True
SAN LUIS POTOSI,VILLA JUAREZ,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,VILLA JUAREZ,False,VILLA JUAREZ,Villa Juárez,24,052,24052,True
SAN LUIS POTOSI,XILITLA,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,XILITLA,False,XILITLA,Xilitla,24,054,24054,True
SAN LUIS POTOSI,ZARAGOZA,BANAVIM,ALTA_MEDIA,SAN LUIS POTOSI,ZARAGOZA,False,ZARAGOZA,Zaragoza,24,055,24055,True
SINALOA,AHOME,BANAVIM,ALTA_MEDIA,SINALOA,AHOME,False,AHOME,Ahome,25,001,25001,True
SINALOA,CONCORDIA,BANAVIM,ALTA_MEDIA,SINALOA,CONCORDIA,False,CONCORDIA,Concordia,25,004,25004,True
SINALOA,COSALA,BANAVIM,ALTA_MEDIA,SINALOA,COSALA,False,COSALA,Cosalá,25,005,25005,True
SINALOA,CULIACAN,BANAVIM,ALTA_MEDIA,SINALOA,CULIACAN,False,CULIACAN,Culiacán,25,006,25006,True
SINALOA,EL FUERTE,BANAVIM,ALTA_MEDIA,SINALOA,EL FUERTE,False,EL FUERTE,El Fuerte,25,010,25010,True
SINALOA,ELOTA,BANAVIM,ALTA_MEDIA,SINALOA,ELOTA,False,ELOTA,Elota,25,008,25008,True
SINALOA,GUASAVE,BANAVIM,ALTA_MEDIA,SINALOA,GUASAVE,False,GUASAVE,Guasave,25,011,25011,True
SINALOA,MAZATLAN,BANAVIM,ALTA_MEDIA,SINALOA,MAZATLAN,False,MAZATLAN,Mazatlán,25,012,25012,True
SINALOA,MOCORITO,BANAVIM,ALTA_MEDIA,SINALOA,MOCORITO,False,MOCORITO,Mocorito,25,013,25013,True
SINALOA,NAVOLATO,BANAVIM,ALTA_MEDIA,SINALOA,NAVOLATO,False,NAVOLATO,Navolato,25,018,25018,True
SINALOA,ROSARIO,BANAVIM,ALTA_MEDIA,SINALOA,ROSARIO,False,ROSARIO,Rosario,25,014,25014,True
SINALOA,SALVADOR ALVARADO,BANAVIM,ALTA_MEDIA,SINALOA,SALVADOR ALVARADO,False,SALVADOR ALVARADO,Salvador Alvarado,25,015,25015,True
SINALOA,SINALOA,BANAVIM,ALTA_MEDIA,SINALOA,SINALOA,False,SINALOA,Sinaloa,25,017,25017,True
SONORA,CABORCA,BANAVIM,ALTA_MEDIA,SONORA,CABORCA,False,CABORCA,Caborca,26,017,26017,True
SONORA,CAJEME,BANAVIM,ALTA_MEDIA,SONORA,CAJEME,False,CAJEME,Cajeme,26,018,26018,True
SONORA,HERMOSILLO,BANAVIM,ALTA_MEDIA,SONORA,HERMOSILLO,False,HERMOSILLO,Hermosillo,26,030,26030,True
TABASCO,BALANCAN,BANAVIM,ALTA_MEDIA,TABASCO,BALANCAN,False,BALANCAN,Balancán,27,001,27001,True
TABASCO,CARDENAS,BANAVIM,ALTA_MEDIA,TABASCO,CARDENAS,False,CARDENAS,Cárdenas,27,002,27002,True
TABASCO,CENTLA,BANAVIM,ALTA_MEDIA,TABASCO,CENTLA,False,CENTLA,Centla,27,003,27003,True
TABASCO,CENTRO,BANAVIM,ALTA_MEDIA,TABASCO,CENTRO,False,CENTRO,Centro,27,004,27004,True
TABASCO,COMALCALCO,BANAVIM,ALTA_MEDIA,TABASCO,COMALCALCO,False,COMALCALCO,Comalcalco,27,005,27005,True
TABASCO,CUNDUACAN,BANAVIM,ALTA_MEDIA,TABASCO,CUNDUACAN,False,CUNDUACAN,Cunduacán,27,006,27006,True
TABASCO,EMILIANO ZAPATA,BANAVIM,ALTA_MEDIA,TABASCO,EMILIANO ZAPATA,False,EMILIANO ZAPATA,Emiliano Zapata,27,007,27007,True
TABASCO,HUIMANGUILLO,BANAVIM,ALTA_MEDIA,TABASCO,HUIMANGUILLO,False,HUIMANGUILLO,Huimanguillo,27,008,27008,True
TABASCO,JALAPA,BANAVIM,ALTA_MEDIA,TABASCO,JALAPA,False,JALAPA,Jalapa,27,009,27009,True
TABASCO,JALPA DE MENDEZ,BANAVIM,ALTA_MEDIA,TABASCO,JALPA DE MENDEZ,False,JALPA DE MENDEZ,Jalpa de Méndez,27,010,27010,True
TABASCO,MACUSPANA,BANAVIM,ALTA_MEDIA,TABASCO,MACUSPANA,False,MACUSPANA,Macuspana,27,012,27012,True
TABASCO,NACAJUCA,BANAVIM,ALTA_MEDIA,TABASCO,NACAJUCA,False,NACAJUCA,Nacajuca,27,013,27013,True
TABASCO,PARAISO,BANAVIM,ALTA_MEDIA,TABASCO,PARAISO,False,PARAISO,Paraíso,27,014,27014,True
TABASCO,TEAPA,BANAVIM,ALTA_MEDIA,TABASCO,TEAPA,False,TEAPA,Teapa,27,016,27016,True
TABASCO,TENOSIQUE,BANAVIM,ALTA_MEDIA,TABASCO,TENOSIQUE,False,TENOSIQUE,Tenosique,27,017,27017,True
TAMAULIPAS,MATAMOROS,BANAVIM,ALTA_MEDIA,TAMAULIPAS,MATAMOROS,False,MATAMOROS,Matamoros,28,022,28022,True
TAMAULIPAS,MIGUEL ALEMAN,BANAVIM,ALTA_MEDIA,TAMAULIPAS,MIGUEL ALEMAN,False,MIGUEL ALEMAN,Miguel Alemán,28,025,28025,True
TAMAULIPAS,PALMILLAS,BANAVIM,ALTA_MEDIA,TAMAULIPAS,PALMILLAS,False,PALMILLAS,Palmillas,28,031,28031,True
TAMAULIPAS,REYNOSA,BANAVIM,ALTA_MEDIA,TAMAULIPAS,REYNOSA,False,REYNOSA,Reynosa,28,032,28032,True
TAMAULIPAS,SAN FERNANDO,BANAVIM,ALTA_MEDIA,TAMAULIPAS,SAN FERNANDO,False,SAN FERNANDO,San Fernando,28,035,28035,True
TAMAULIPAS,TAMPICO,BANAVIM,ALTA_MEDIA,TAMAULIPAS,TAMPICO,False,TAMPICO,Tampico,28,038,28038,True
TAMAULIPAS,VICTORIA,BANAVIM,ALTA_MEDIA,TAMAULIPAS,VICTORIA,False,VICTORIA,Victoria,28,041,28041,True
TLAXCALA,ACUAMANALA DE MIGUEL HIDALGO,BANAVIM,ALTA_MEDIA,TLAXCALA,ACUAMANALA DE MIGUEL HIDALGO,False,ACUAMANALA DE MIGUEL HIDALGO,Acuamanala de Miguel Hidalgo,29,022,29022,True
TLAXCALA,AMAXAC DE GUERRERO,BANAVIM,ALTA_MEDIA,TLAXCALA,AMAXAC DE GUERRERO,False,AMAXAC DE GUERRERO,Amaxac de Guerrero,29,001,29001,True
TLAXCALA,APETATITLAN DE ANTONIO CARVAJAL,BANAVIM,ALTA_MEDIA,TLAXCALA,APETATITLAN DE ANTONIO CARVAJAL,False,APETATITLAN DE ANTONIO CARVAJAL,Apetatitlán de Antonio Carvajal,29,002,29002,True
TLAXCALA,APIZACO,BANAVIM,ALTA_MEDIA,TLAXCALA,APIZACO,False,APIZACO,Apizaco,29,005,29005,True
TLAXCALA,ATLANGATEPEC,BANAVIM,ALTA_MEDIA,TLAXCALA,ATLANGATEPEC,False,ATLANGATEPEC,Atlangatepec,29,003,29003,True
TLAXCALA,ATLTZAYANCA,BANAVIM,ALTA_MEDIA,TLAXCALA,ATLTZAYANCA,False,ATLTZAYANCA,Atltzayanca,29,004,29004,True
TLAXCALA,BENITO JUAREZ,BANAVIM,ALTA_MEDIA,TLAXCALA,BENITO JUAREZ,False,BENITO JUAREZ,Benito Juárez,29,045,29045,True
TLAXCALA,CALPULALPAN,BANAVIM,ALTA_MEDIA,TLAXCALA,CALPULALPAN,False,CALPULALPAN,Calpulalpan,29,006,29006,True
TLAXCALA,CHIAUTEMPAN,BANAVIM,ALTA_MEDIA,TLAXCALA,CHIAUTEMPAN,False,CHIAUTEMPAN,Chiautempan,29,010,29010,True
TLAXCALA,CONTLA DE JUAN CUAMATZI,BANAVIM,ALTA_MEDIA,TLAXCALA,CONTLA DE JUAN CUAMATZI,False,CONTLA DE JUAN CUAMATZI,Contla de Juan Cuamatzi,29,018,29018,True
