escenario,tipo,estado_municipio
ALTA_MEDIA,solo_banavim,ZACATECAS - MOYAHUA DE ESTRADA
ALTA_MEDIA,solo_banavim,ZACATECAS - NOCHISTLAN DE MEJIA
ALTA_MEDIA,solo_banavim,ZACATECAS - OJOCALIENTE
ALTA_MEDIA,solo_banavim,ZACATECAS - PANUCO
ALTA_MEDIA,solo_banavim,ZACATECAS - PINOS
ALTA_MEDIA,solo_banavim,ZACATECAS - RIO GRANDE
ALTA_MEDIA,solo_banavim,ZACATECAS - SAIN ALTO
ALTA_MEDIA,solo_banavim,ZACATECAS - SANTA MARIA DE LA PAZ
ALTA_MEDIA,solo_banavim,ZACATECAS - SOMBRERETE
ALTA_MEDIA,solo_banavim,ZACATECAS - TABASCO
ALTA_MEDIA,solo_banavim,ZACATECAS - TLALTENANGO DE SANCHEZ ROMAN
ALTA_MEDIA,solo_banavim,ZACATECAS - TRANCOSO
ALTA_MEDIA,solo_banavim,ZACATECAS - VALPARAISO
ALTA_MEDIA,solo_banavim,ZACATECAS - VETAGRANDE
ALTA_MEDIA,solo_banavim,ZACATECAS - VILLA DE COS
ALTA_MEDIA,solo_banavim,ZACATECAS - VILLA GARCIA
ALTA_MEDIA,solo_banavim,ZACATECAS - VILLA GONZALEZ ORTEGA
ALTA_MEDIA,solo_banavim,ZACATECAS - VILLANUEVA
ALTA_MEDIA,solo_banavim,ZACATECAS - ZACATECAS
